timestamp	cycle	llm_model	status	source	model_name	n_mfcc	cgm_lag_min	feature_key	normalization	exp_key	pers_mae	pers_r	pop_mae	pop_r	temp_mae	temp_r	pers_mard	pop_mard	temp_mard	pop_clarke_ab_pct	pop_bias	temp_bias	signal_gate_pass_rate	signal_gate_penalty	balance	selection_score	temporal_penalty	correlation_penalty	participants	notes
2026-03-22T19:15:13	5	qwen2.5-coder:7b	discard	neighbor	Ridge	20	10	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag10	15.5444	0.0788	14.7536	0.0308	14.0250	0.1705	15.4473	14.6197	13.4543	99.62	-0.0128	-2.2327	0.0000	0.9000	15.1490	16.3257	0.0000	1.1768	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:15:13	6	qwen2.5-coder:7b	discard	neighbor	Ridge	20	0	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag0	16.5133	0.1014	16.0703	0.0111			16.5172	15.9854		99.62	-0.0490		0.0000	0.9000	16.2918	17.5474	0.0000	1.2555	9	guardrail_neighbor_of_best_keep;early_stop_no_temporal
2026-03-22T19:30:00	7	qwen2.5-coder:7b	keep	neighbor	Ridge	13	15	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag15	16.6249	0.0533	12.8163	0.1038	14.8536	0.1438	16.4967	12.7280	14.3252	99.62	0.0117	-1.9007	0.0000	0.9000	14.7206	15.7536	0.1330	0.9000	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:30:00	8	qwen2.5-coder:7b	discard	neighbor	Ridge	20	5	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag5	15.9435	0.0941	15.3456	0.0236	14.4812	0.1671	15.8881	15.2265	13.9142	99.62	-0.0343	-2.2342	0.0000	0.9000	15.6445	16.8500	0.0000	1.2055	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:30:00	9	qwen2.5-coder:7b	discard	neighbor	Ridge	20	30	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag30	15.1527	-0.0016	13.8495	0.0154	13.5855	0.1434	14.9816	13.7495	13.0856	99.87	0.0868	-2.4957	0.0000	0.9000	14.5011	15.7396	0.0000	1.2385	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:30:46	7	qwen2.5-coder:7b	keep	neighbor	Ridge	13	15	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag15	16.6249	0.0533	12.8163	0.1038	14.8536	0.1438	16.4967	12.7280	14.3252	99.62	0.0117	-1.9007	0.0000	0.9000	14.7206	15.7536	0.1330	0.9000	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:30:46	8	qwen2.5-coder:7b	discard	neighbor	Ridge	20	5	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag5	15.9435	0.0941	15.3456	0.0236	14.4812	0.1671	15.8881	15.2265	13.9142	99.62	-0.0343	-2.2342	0.0000	0.9000	15.6445	16.8500	0.0000	1.2055	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:30:46	9	qwen2.5-coder:7b	discard	neighbor	Ridge	20	30	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag30	15.1527	-0.0016	13.8495	0.0154	13.5855	0.1434	14.9816	13.7495	13.0856	99.87	0.0868	-2.4957	0.0000	0.9000	14.5011	15.7396	0.0000	1.2385	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:46:55	10	qwen2.5-coder:7b	discard	neighbor	Ridge	13	10	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag10	16.9221	0.0676	13.1790	0.0984			16.8270	13.1017		99.62	-0.0128		0.0000	0.9000	15.0505	15.9571	0.0000	0.9066	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:46:55	11	qwen2.5-coder:7b	discard	neighbor	Ridge	20	15	mfcc+spectral+pitch+temporal	none	Ridge|20|mfcc+spectral+pitch+temporal|none|lag15	15.3433	0.0646	17.2998	-0.0195			15.2082	17.1335		99.62	0.5023		0.0000	0.9000	16.3215	17.6995	0.0000	1.3780	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:46:55	12	qwen2.5-coder:7b	keep	neighbor	Ridge	13	30	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag30	16.3106	0.0078	12.4784	0.0926	14.7173	0.1095	16.1340	12.4005	14.2267	99.87	0.0868	-2.2327	0.0000	0.9000	14.3945	15.6470	0.3228	0.9297	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:46:55	13	qwen2.5-coder:7b	discard	neighbor	Ridge	20	-15	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag-15	16.0060	0.0270	14.7266	-0.0086	14.3690	0.1072	15.9522	14.6071	13.8466	99.75	-0.1162	-2.2228	0.0000	0.9000	15.3663	16.7008	0.0000	1.3345	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:47:20	10	qwen2.5-coder:7b	discard	neighbor	Ridge	13	10	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag10	16.9221	0.0676	13.1790	0.0984			16.8270	13.1017		99.62	-0.0128		0.0000	0.9000	15.0505	15.9571	0.0000	0.9066	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:47:20	11	qwen2.5-coder:7b	discard	neighbor	Ridge	20	15	mfcc+spectral+pitch+temporal	none	Ridge|20|mfcc+spectral+pitch+temporal|none|lag15	15.3433	0.0646	17.2998	-0.0195			15.2082	17.1335		99.62	0.5023		0.0000	0.9000	16.3215	17.6995	0.0000	1.3780	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:47:20	12	qwen2.5-coder:7b	keep	neighbor	Ridge	13	30	mfcc+spectral+pitch+temporal	zscore	Ridge|13|mfcc+spectral+pitch+temporal|zscore|lag30	16.3106	0.0078	12.4784	0.0926	14.7173	0.1095	16.1340	12.4005	14.2267	99.87	0.0868	-2.2327	0.0000	0.9000	14.3945	15.6470	0.3228	0.9297	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:47:20	13	qwen2.5-coder:7b	discard	neighbor	Ridge	20	-15	mfcc+spectral+pitch+temporal	zscore	Ridge|20|mfcc+spectral+pitch+temporal|zscore|lag-15	16.0060	0.0270	14.7266	-0.0086	14.3690	0.1072	15.9522	14.6071	13.8466	99.75	-0.1162	-2.2228	0.0000	0.9000	15.3663	16.7008	0.0000	1.3345	9	guardrail_neighbor_of_best_keep;ok
2026-03-22T19:47:47	14	qwen2.5-coder:7b	keep	neighbor	Ridge	13	15	mfcc+spectral	zscore	Ridge|13|mfcc+spectral|zscore|lag15	16.7270	0.0997	11.6519	0.0680			16.5017	11.5540		99.62	0.0117		0.0000	0.9000	14.1895	15.2176	0.0000	1.0281	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:47:47	15	qwen2.5-coder:7b	keep	underexplored	Ridge	20	10	mfcc_only	rank	Ridge|20|mfcc_only|rank|lag10	13.6283	0.1420	12.2073	0.0542	12.8444	0.2085	13.6503	12.0920	12.3248	99.62	-0.0117	-2.6817	0.1111	0.5667	12.9178	13.6676	0.0000	0.7498	9	guardrail_underexplored_axes;ok
2026-03-22T19:47:47	16	qwen2.5-coder:7b	discard	underexplored	Ridge	13	20	mfcc_only	rank	Ridge|13|mfcc_only|rank|lag20	13.8731	0.1226	11.1557	0.0740	13.4082	0.0552	13.6285	11.0587	12.8931	99.62	0.0469	-2.3733	0.0000	0.9000	12.5144	14.4122	0.8938	1.0041	9	guardrail_underexplored_axes;ok
2026-03-22T19:48:10	14	qwen2.5-coder:7b	keep	neighbor	Ridge	13	15	mfcc+spectral	zscore	Ridge|13|mfcc+spectral|zscore|lag15	16.7270	0.0997	11.6519	0.0680			16.5017	11.5540		99.62	0.0117		0.0000	0.9000	14.1895	15.2176	0.0000	1.0281	9	guardrail_neighbor_of_best_keep;cache_hit;guardrail_neighbor_of_best_keep
2026-03-22T19:48:10	15	qwen2.5-coder:7b	keep	underexplored	Ridge	20	10	mfcc_only	rank	Ridge|20|mfcc_only|rank|lag10	13.6283	0.1420	12.2073	0.0542	12.8444	0.2085	13.6503	12.0920	12.3248	99.62	-0.0117	-2.6817	0.1111	0.5667	12.9178	13.6676	0.0000	0.7498	9	guardrail_underexplored_axes;ok
2026-03-22T19:48:10	16	qwen2.5-coder:7b	discard	underexplored	Ridge	13	20	mfcc_only	rank	Ridge|13|mfcc_only|rank|lag20	13.8731	0.1226	11.1557	0.0740	13.4082	0.0552	13.6285	11.0587	12.8931	99.62	0.0469	-2.3733	0.0000	0.9000	12.5144	14.4122	0.8938	1.0041	9	guardrail_underexplored_axes;ok
2026-03-22T20:04:38	17	qwen2.5-coder:7b	discard	underexplored	Ridge	20	10	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag10	13.4744	0.1391	12.5210	0.0195	12.5088	0.1875	13.4176	12.4039	11.9752	99.62	-0.0125	-2.8306	0.1111	0.5667	12.9977	13.8863	0.0000	0.8887	9	guardrail_underexplored_axes;ok
2026-03-22T20:04:38	18	qwen2.5-coder:7b	keep	underexplored	Ridge	20	20	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag20	13.0118	0.1425	12.0686	0.0084	12.2962	0.1652	12.8954	11.9350	11.7827	99.62	0.0419	-2.5059	0.1111	0.5667	12.5402	13.4734	0.0000	0.9332	9	guardrail_underexplored_axes;ok
2026-03-22T20:05:02	17	qwen2.5-coder:7b	discard	underexplored	Ridge	20	10	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag10	13.4744	0.1391	12.5210	0.0195	12.5088	0.1875	13.4176	12.4039	11.9752	99.62	-0.0125	-2.8306	0.1111	0.5667	12.9977	13.8863	0.0000	0.8887	9	guardrail_underexplored_axes;ok
2026-03-22T20:05:02	18	qwen2.5-coder:7b	keep	underexplored	Ridge	20	20	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag20	13.0118	0.1425	12.0686	0.0084	12.2962	0.1652	12.8954	11.9350	11.7827	99.62	0.0419	-2.5059	0.1111	0.5667	12.5402	13.4734	0.0000	0.9332	9	guardrail_underexplored_axes;ok
2026-03-22T20:45:26	19	qwen2.5-coder:7b	discard	underexplored	Ridge	20	20	mfcc+spectral+pitch+vq	none	Ridge|20|mfcc+spectral+pitch+vq|none|lag20	13.8966	0.1627	15.1282	-0.1177			13.8328	15.2342		99.62	1.2691		0.0000	0.9000	14.5124	16.2833	0.0000	1.7709	9	guardrail_underexplored_axes;early_stop_no_temporal
2026-03-22T20:45:26	20	qwen2.5-coder:7b	discard	underexplored	Ridge	20	10	mfcc+spectral+pitch+vq	none	Ridge|20|mfcc+spectral+pitch+vq|none|lag10	14.2820	0.1634	15.3951	-0.1012			14.2667	15.4729		99.62	0.5941		0.0000	0.9000	14.8385	16.5434	0.0000	1.7049	9	guardrail_underexplored_axes;early_stop_no_temporal
2026-03-22T20:45:55	19	qwen2.5-coder:7b	discard	underexplored	Ridge	20	20	mfcc+spectral+pitch+vq	none	Ridge|20|mfcc+spectral+pitch+vq|none|lag20	13.8966	0.1627	15.1282	-0.1177			13.8328	15.2342		99.62	1.2691		0.0000	0.9000	14.5124	16.2833	0.0000	1.7709	9	guardrail_underexplored_axes;early_stop_no_temporal
2026-03-22T20:45:55	20	qwen2.5-coder:7b	discard	underexplored	Ridge	20	10	mfcc+spectral+pitch+vq	none	Ridge|20|mfcc+spectral+pitch+vq|none|lag10	14.2820	0.1634	15.3951	-0.1012			14.2667	15.4729		99.62	0.5941		0.0000	0.9000	14.8385	16.5434	0.0000	1.7049	9	guardrail_underexplored_axes;early_stop_no_temporal
2026-03-22T21:03:56	1	qwen2.5-coder:7b	discard	neighbor	Ridge	20	20	mfcc+spectral	rank	Ridge|20|mfcc+spectral|rank|lag20	13.0200	0.1468	12.0686	0.0125	12.3680	0.1529	12.9247	11.9341	11.8270	99.62	0.0376	-2.6032	0.1111	0.5667	12.5443	13.4608	0.0000	0.9165	9	guardrail_neighbor_of_best_keep;ok;fail_tags=low_pop_r
2026-03-22T21:03:56	2	qwen2.5-coder:7b	discard	neighbor	Ridge	20	20	mfcc+spectral+pitch+temporal	rank	Ridge|20|mfcc+spectral+pitch+temporal|rank|lag20	12.2651	0.1133	13.9003	0.0593	10.9921	0.1792	12.1346	13.7874	10.4939	99.62	0.1924	-2.4792	0.0000	0.9000	13.0827	14.1455	0.0000	1.0628	9	guardrail_neighbor_of_best_keep;ok;fail_tags=weak_signal_gate
2026-03-22T21:18:19	3	qwen2.5-coder:7b	discard	neighbor	Ridge	20	30	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag30	12.8646	0.1249	11.8741	0.0013	12.4141	0.1169	12.7422	11.7582	11.9442	99.87	0.0838	-2.3547	0.0000	0.9000	12.3694	13.7091	0.0447	1.2950	9	guardrail_neighbor_of_best_keep;ok;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T21:18:19	4	qwen2.5-coder:7b	discard	fallback	Ridge	8	20	mfcc+spectral+pitch+temporal	zscore	Ridge|8|mfcc+spectral+pitch+temporal|zscore|lag20	16.9497	0.0344	12.0405	0.0800			16.8196	11.9668		99.62	0.0440		0.0000	0.9000	14.4951	15.4752	0.0000	0.9801	9	guardrail_fallback_unseen_candidate;early_stop_no_temporal;fail_tags=weak_signal_gate
2026-03-22T21:26:01	5	qwen2.5-coder:7b	discard	neighbor	Ridge	20	10	mfcc+spectral	rank	Ridge|20|mfcc+spectral|rank|lag10	13.4960	0.1488	12.4832	0.0261	12.6527	0.1727	13.4632	12.3658	12.0898	99.62	-0.0159	-2.8888	0.1111	0.5667	12.9896	13.8520	0.0000	0.8624	9	guardrail_neighbor_of_best_keep;ok;fail_tags=low_pop_r
2026-03-22T21:26:01	6	qwen2.5-coder:7b	discard	neighbor	Ridge	20	20	mfcc+spectral+pitch	zscore	Ridge|20|mfcc+spectral+pitch|zscore|lag20	15.3382	0.1196	12.2728	-0.0078			15.2528	12.1288		99.62	0.0440		0.0000	0.9000	13.8055	15.1367	0.0000	1.3313	9	guardrail_neighbor_of_best_keep;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T21:53:29	1	qwen2.5-coder:7b	discard	fallback	Ridge	8	15	mfcc+spectral+pitch+temporal	rank	Ridge|8|mfcc+spectral+pitch+temporal|rank|lag15	13.5618	0.1329	12.2666	0.0473	12.5973	0.0265	13.4481	12.2317	12.1301	99.62	0.1976	-1.9652	0.1111	0.5667	12.9142	13.7386	0.0000	0.8244	9	guardrail_fallback_unseen_candidate;ok;fail_tags=low_pop_r,low_temp_r
2026-03-22T21:53:29	2	qwen2.5-coder:7b	discard	fallback	Ridge	8	5	mfcc+spectral+pitch+temporal	rank	Ridge|8|mfcc+spectral+pitch+temporal|rank|lag5	14.4764	0.1362	12.8598	0.0528	13.3434	0.0436	14.4185	12.8590	12.8826	99.50	0.1508	-1.8956	0.0000	0.9000	13.6681	14.7698	0.0000	1.1017	9	guardrail_fallback_unseen_candidate;ok;fail_tags=low_temp_r,weak_signal_gate
2026-03-22T22:08:19	3	qwen2.5-coder:7b	discard	neighbor	Ridge	13	20	mfcc+spectral+pitch	rank	Ridge|13|mfcc+spectral+pitch|rank|lag20	14.1074	0.1182	11.3868	0.0529	13.4314	0.0603	13.8649	11.2850	12.9090	99.62	0.0502	-2.4991	0.0000	0.9000	12.7471	14.5197	0.6843	1.0883	9	guardrail_neighbor_of_best_keep;ok;fail_tags=weak_signal_gate
2026-03-22T22:08:19	4	qwen2.5-coder:7b	discard	neighbor	Ridge	20	5	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag5	13.8370	0.1357	12.9214	0.0150	12.8751	0.1896	13.8239	12.8247	12.3514	99.50	-0.0318	-3.0001	0.1111	0.5667	13.3792	14.2861	0.0000	0.9068	9	guardrail_neighbor_of_best_keep;ok;fail_tags=low_pop_r
2026-03-22T22:22:46	5	qwen2.5-coder:7b	discard	neighbor	Ridge	20	20	mfcc+spectral+pitch	none	Ridge|20|mfcc+spectral+pitch|none|lag20	15.3382	0.1196	14.3448	-0.0846			15.2528	14.3884		99.62	0.7656		0.0000	0.9000	14.8415	16.4801	0.0000	1.6385	9	guardrail_neighbor_of_best_keep;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T22:22:46	6	qwen2.5-coder:7b	discard	neighbor	Ridge	20	0	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag0	14.3720	0.1316	13.4257	0.0102			14.4135	13.3577		99.50	-0.0441		0.1111	0.5667	13.8988	14.8248	0.0000	0.9259	9	guardrail_neighbor_of_best_keep;early_stop_no_temporal;fail_tags=low_pop_r
2026-03-22T22:38:00	7	qwen2.5-coder:7b	discard	fallback	Ridge	13	15	mfcc+spectral+pitch	none	Ridge|13|mfcc+spectral+pitch|none|lag15	16.5984	0.1065	13.6105	-0.0555			16.4460	13.7030		99.62	0.8498		0.0000	0.9000	15.1044	16.6263	0.0000	1.5219	9	guardrail_fallback_unseen_candidate;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T22:38:00	8	qwen2.5-coder:7b	discard	fallback	Ridge	13	5	mfcc+spectral+pitch	none	Ridge|13|mfcc+spectral+pitch|none|lag5	17.7074	0.0904	14.1907	-0.0610			17.6012	14.2881		99.50	0.3955		0.0000	0.9000	15.9491	17.4932	0.0000	1.5442	9	guardrail_fallback_unseen_candidate;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T22:52:41	9	qwen2.5-coder:7b	discard	llm	Ridge	20	15	mfcc+spectral+pitch	zscore	Ridge|20|mfcc+spectral+pitch|zscore|lag15	15.4347	0.1229	12.4905	-0.0025			15.3815	12.3488		99.62	0.0117		0.0000	0.9000	13.9626	15.2726	0.0000	1.3100	9	High MFCCs and positive lag improve temporal context.;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T22:52:41	10	qwen2.5-coder:7b	discard	fallback	Ridge	13	10	mfcc+spectral+pitch	none	Ridge|13|mfcc+spectral+pitch|none|lag10	17.0973	0.0979	13.8478	-0.0562			16.9641	13.9365		99.62	0.5780		0.0000	0.9000	15.4725	16.9974	0.0000	1.5249	9	guardrail_fallback_unseen_candidate;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
2026-03-22T23:07:03	11	qwen2.5-coder:7b	discard	neighbor	Ridge	20	-15	mfcc+spectral+pitch	rank	Ridge|20|mfcc+spectral+pitch|rank|lag-15	13.2201	0.1250	12.3738	0.0015	12.2639	0.1920	13.2584	12.2955	11.8142	99.75	-0.1172	-2.7114	0.1111	0.5667	12.7969	13.7578	0.0000	0.9608	9	guardrail_neighbor_of_best_keep;ok;fail_tags=low_pop_r
2026-03-22T23:07:03	12	qwen2.5-coder:7b	discard	fallback	Ridge	13	-15	mfcc+spectral+pitch+temporal	none	Ridge|13|mfcc+spectral+pitch+temporal|none|lag-15	16.9164	0.0558	14.1691	0.0314			16.8392	14.1946		99.75	0.3501		0.0000	0.9000	15.5428	16.7174	0.0000	1.1746	9	guardrail_fallback_unseen_candidate;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate
2026-03-22T23:42:26	13	qwen2.5-coder:7b	discard	underexplored	Ridge	13	20	all_features	none	Ridge|13|all_features|none|lag20	16.4707	0.0675	15.5558	-0.0051			16.3293	15.6976		99.62	3.5138		0.0000	0.9000	16.0132	17.3337	0.0000	1.3205	9	guardrail_underexplored_axes;early_stop_no_temporal;fail_tags=low_pop_r,high_pop_mard,weak_signal_gate,high_correlation_penalty
2026-03-22T23:42:26	14	qwen2.5-coder:7b	discard	underexplored	Ridge	20	10	all_features	none	Ridge|20|all_features|none|lag10	15.1514	0.1034	18.9212	-0.0204			15.0711	18.7968		99.62	2.3877		0.0000	0.9000	17.0363	18.4177	0.0000	1.3814	9	guardrail_underexplored_axes;early_stop_no_temporal;fail_tags=low_pop_r,high_pop_mard,weak_signal_gate,high_correlation_penalty
2026-03-23T00:16:29	15	qwen2.5-coder:7b	discard	underexplored	Ridge	20	20	all_features	none	Ridge|20|all_features|none|lag20	14.8462	0.0600	18.6659	-0.0388			14.7134	18.6280		99.62	3.1302		0.0000	0.9000	16.7560	18.2112	0.0000	1.4552	9	guardrail_underexplored_axes;early_stop_no_temporal;fail_tags=low_pop_r,high_pop_mard,weak_signal_gate,high_correlation_penalty
2026-03-23T00:16:29	16	qwen2.5-coder:7b	discard	underexplored	Ridge	20	5	all_features	none	Ridge|20|all_features|none|lag5	15.5526	0.1206	19.1240	-0.0125			15.5084	18.9651		99.50	1.9172		0.0000	0.9000	17.3383	18.6882	0.0000	1.3499	9	guardrail_underexplored_axes;early_stop_no_temporal;fail_tags=low_pop_r,high_pop_mard,weak_signal_gate,high_correlation_penalty
2026-03-23T00:18:01	17	qwen2.5-coder:7b	keep	underexplored	Ridge	20	20	mfcc_only	rank	Ridge|20|mfcc_only|rank|lag20	13.0462	0.1412	11.7202	0.0456	12.4095	0.1848	12.9926	11.5909	11.9073	99.62	0.0406	-2.4013	0.1111	0.5667	12.3832	13.1937	0.0263	0.7842	9	guardrail_underexplored_axes;ok
2026-03-23T00:18:01	18	qwen2.5-coder:7b	discard	underexplored	Ridge	20	5	mfcc_only	rank	Ridge|20|mfcc_only|rank|lag5	14.0921	0.1389	12.5855	0.0470	13.2813	0.2050	14.1622	12.4918	12.7751	99.50	-0.0305	-2.8327	0.1111	0.5667	13.3388	14.1173	0.0000	0.7785	9	guardrail_underexplored_axes;ok;fail_tags=low_pop_r
2026-03-23T00:21:28	19	qwen2.5-coder:7b	discard	underexplored	Ridge	20	20	mfcc+spectral	none	Ridge|20|mfcc+spectral|none|lag20	15.1575	0.1156	14.3003	-0.0771			15.0449	14.3480		99.62	0.7989		0.0000	0.9000	14.7289	16.3372	0.0000	1.6082	9	guardrail_underexplored_axes;early_stop_no_temporal;fail_tags=low_pop_r,weak_signal_gate,high_correlation_penalty
